Rescue-Dawn-(2007)	MGM	Action
Man-cheng-jin-dai-huang-jin-jia	Sony Pictures Cla…	Action
Ladron-que-roba-a-ladron	Lionsgate	Action
Nitro	Alliance Atlantis	Action
Gwoemul	Magnolia Pictures	Action
Eklavya-The-Royal-Guard	Eros Entertainment	Action
Hunting-Party-The	Weinstein Co.	Action
DOA-Dead-or-Alive	Weinstein/Dimension	Action
Dnevnoy-dozor	Fox Searchlight	Action
Fah-talai-jone	Magnolia Pictures	Action
Marine-The	20th Century Fox	Action
Fong-juk	Magnolia Pictures	Action
Dhoom-2	Yash Raj Films	Action
Middonaito-Iguru	Strand	Action
Tekkon-Kinkreet		Action
Khon-fai-bin	Magnolia Pictures	Action
Dark-Knight-The	Warner Bros.	Action
Hancock-(2008)	Sony Pictures	Action
Quantum-of-Solace	Sony Pictures	Action
Wanted-(2008)	Universal	Action
Cloverfield	Paramount Pictures	Action
Hellboy-2-The-Golden-Army	Universal	Action
Forbidden-Kingdom-The	Lionsgate	Action
Speed-Racer	Warner Bros.	Action
Rambo	Lionsgate	Action
Max-Payne	20th Century Fox	Action
Death-Race-(2008)	Universal	Action
Transporter-3	Lionsgate	Action
No-Country-for-Old-Men	Miramax	Action
Never-Back-Down	Summit Entertainment	Action
Babylon-AD	20th Century Fox	Action
X-Files-I-Want-to-Believe-The	20th Century Fox	Action
Spirit-The	Lionsgate	Action
Bangkok-Dangerous-(2008)	Lionsgate	Action
Aliens-vs-Predator-Requiem	20th Century Fox	Action
Doomsday	Universal	Action
Punisher-War-Zone	Lionsgate	Action
RocknRolla	Warner Bros.	Action
In-the-Name-of-the-King-A-Dungeon-Siege-Tale	Freestyle Releasing	Action
Singh-is-Kinng	Studio 18	Action
Redbelt	Sony Pictures Cla…	Action
Race-(2008)	UTV Communications	Action
Tashan	Yash Raj Films	Action
Hitman	20th Century Fox	Action
OSS-117-Le-Caire-nid-d-espions-(France)-(2006)	Music Box Films	Action
Hell-Ride	Weinstein Co.	Action
Ashes-of-Time		Action
Beaufort	Kino International	Action
Sukiyaki-Western-Django	First Look	Action
Tropa-de-Elite	IFC Films	Action
Vexille	The Bigger Picture	Action
Flash-Point-(2007-Hong-Kong)	Third Rail	Action
Transformers-Revenge-of-the-Fallen	Paramount Pictures	Action
Avatar	20th Century Fox	Action
X-Men-Origins-Wolverine	20th Century Fox	Action
2012	Sony Pictures	Action
Fast-and-Furious-(2009)	Universal	Action
GI-Joe-The-Rise-of-Cobra-(2009)	Paramount Pictures	Action
Terminator-Salvation	Warner Bros.	Action
Inglourious-Basterds	Weinstein Co.	Action
Watchmen	Warner Bros.	Action
Taking-of-Pelham-123-The	Sony Pictures	Action
Underworld-3-Rise-of-the-Lycans	Sony Pictures	Action
Surrogates-The	Walt Disney	Action
Ninja-Assassin	Warner Bros.	Action
Fighting-(2009)	Universal	Action
Gamer	Lionsgate	Action
Vampires-Assistant-The	Universal	Action
12-Rounds	20th Century Fox	Action
Boondock-Saints-2-All-Saints-Day-The	Apparition	Action
Street-Fighter-The-Legend-of-Chun-Li	20th Century Fox	Action
Quantum-of-Solace	Sony Pictures	Action
Dark-Knight-The	Warner Bros.	Action
Spirit-The	Lionsgate	Action
Red-Cliff	Magnolia Pictures	Action
Baader-Meinhof-Komplex-Der	Vitagraph Films	Action
BLUE-(2009)	Viva Entertainment	Action
Blood-The-Last-Vampire-(2009)	Samuel Goldwyn Films	Action
Outlander	Third Rail	Action
Ong-Bak-2	Magnolia Pictures	Action
Chocolate	Magnolia Pictures	Action
Max-Payne	20th Century Fox	Action
Mutant-Chronicles	Magnolia Pictures	Action
Break-(2009)	Cinema Epoch	Action
Avatar	20th Century Fox	Action
Iron-Man-2	Paramount Pictures	Action
Karate-Kid-The-(2009)	Sony Pictures	Action
Clash-of-the-Titans-(2010)	Warner Bros.	Action
Robin-Hood-(2010)	Universal	Action
Expendables-The	Lionsgate	Action
Book-of-Eli-The	Warner Bros.	Action
Prince-of-Persia-Sands-of-Time	Walt Disney	Action
Red-(2010)	Summit Entertainment	Action
Unstoppable	20th Century Fox	Action
A-Team-The	20th Century Fox	Action
Knight-and-Day	20th Century Fox	Action
Robert-Rodriguezs-Predators	20th Century Fox	Action
Killers	Lionsgate	Action
Machete-(2010)	20th Century Fox	Action
Losers-The	Warner Bros.	Action
Faster-(2009)	CBS Films	Action
Repo-Men	Universal	Action
Jonah-Hex	Warner Bros.	Action
2012	Sony Pictures	Action
Robot-(2010)	B4U Movies	Action
Ninja-Assassin	Warner Bros.	Action
Veer	Eros Entertainment	Action
Boondock-Saints-2-All-Saints-Day-The	Apparition	Action
Once-Upon-a-Time-in-Mumbai	Viva Entertainment	Action
Tau-ming-chong		Action
Joheunnom-nabbeunnom-isanghannom		Action
Centurion	Magnolia Pictures	Action
Red-Cliff	Magnolia Pictures	Action
God-of-Vampires	Nocturnal Features	Action
Valhalla-Rising	IFC Films	Action
Korean-The	Indican Pictures	Action
Bitch-Slap	Freestyle Releasing	Action
Jerusalema	Anchor Bay Entert…	Action
Transformers-Dark-of-the-Moon-(2011)	Paramount Pictures	Action
Fast-Five	Universal	Action
Thor	Paramount Pictures	Action
Captain-America-The-First-Avenger	Paramount Pictures	Action
X-Men-First-Class	20th Century Fox	Action
Mission-Impossible-Ghost-Protocol	Paramount Pictures	Action
Sherlock-Holmes-A-Game-of-Shadows-(2011)	Warner Bros.	Action
Green-Lantern-(2011)	Warner Bros.	Action
Cowboys-and-Aliens	Universal	Action
Green-Hornet-The	Sony Pictures	Action
Real-Steel	Walt Disney	Action
Battle-Los-Angeles	Sony Pictures	Action
Immortals	Relativity	Action
Suckerpunch	Warner Bros.	Action
Drive	FilmDistrict	Action
Mechanic-The-(2010)	CBS Films	Action
Killer-Elite	Open Road	Action
Season-of-the-Witch	Relativity	Action
Sanctum	Universal	Action
Conan-the-Barbarian(2011)	Lionsgate	Action
