Connie-and-Carla	Universal	Comedy
Big-Bounce-The	Warner Bros.	Comedy
Club-Dread	Fox Searchlight	Comedy
Day-Without-a-Mexican-A	Televisa Cine	Comedy
Good-Bye-Lenin	Sony Pictures Cla…	Comedy
Camping-Sauvage	Alliance Atlantis	Comedy
Stuck-On-You	20th Century Fox	Comedy
Elf	New Line	Comedy
Bon-Voyage	Sony Pictures	Comedy
Dans-une-galaxie-pres-de-chez-vous-Le-film	Distributor Unknown	Comedy
Coffee-and-Cigarettes	MGM	Comedy
Grande-Seduction-La	Odeon Films	Comedy
Dirty-Shame-A	Fine Line	Comedy
Best-Two-Years-The	Halestorm Enterta…	Comedy
School-of-Rock	Paramount Pictures	Comedy
Bright-Young-Things	ThinkFilm	Comedy
Intermission	IFC Films	Comedy
Shaolin-Soccer	Miramax	Comedy
Last-Shot-The	Walt Disney	Comedy
Scary-Movie-3	Miramax/Dimension	Comedy
National-Lampoons-Gold-Diggers	P&A Releasing	Comedy
How-to-Get-the-Mans-Foot-Outta-Your-Ass	Sony Pictures Cla…	Comedy
She-Hate-Me	Sony Pictures	Comedy
Kitchen-Stories	IFC Films	Comedy
Hair-Show	Innovation Film G…	Comedy
Under-the-Tuscan-Sun	Walt Disney	Comedy
Novios-bulgaros-Los	TLA Releasing	Comedy
Wilbur-Wants-to-Kill-Himself	ThinkFilm	Comedy
In-Good-Company	Universal	Comedy
Remember-Me-My-Love	IDP Distribution	Comedy
Pride-and-Prejudice	Excel Entertainment	Comedy
Tais-Toi		Comedy
Home-Teachers-The	Halestorm Enterta…	Comedy
Danny-Deckchair	Lionsgate	Comedy
Two-Men-Went-to-War	Indican Pictures	Comedy
Baptists-At-Our-Barbecue	Film Movement	Comedy
Pieces-of-April	MGM	Comedy
Lost-Skeleton-of-Cadavra-The		Comedy
Hulchul		Comedy
Ha-Kochavim-Shel-Shlomi	Strand	Comedy
Modern-Times	Kino International	Comedy
Annie-Brocoli-dans-les-fonds-marins		Comedy
My-Mother-Likes-Women	Norador Productions	Comedy
Seagulls-Laughter-The	Cinema Guild	Comedy
Hollywood-Buddha	Northern Arts Ent…	Comedy
Eulogy	Artisan	Comedy
Cachorro	TLA Releasing	Comedy
Couple-epatant-Un	Magnolia Pictures	Comedy
Freaky-Friday-(2003)	Walt Disney	Comedy
Justice-(2004)	Jujitsu Films	Comedy
Vodka-Lemon	New Yorker	Comedy
Sex-is-Comedy	IFC Films	Comedy
Showboy	Regent Releasing	Comedy
Cowboys-and-Angels	TLA Releasing	Comedy
